stockID,clusterID,hurst exponent
KLTR,3,0.6962568775308428
KOPN,3,0.6273545472062977
KPLT,2,0.47604493799963943
KSCP,1,0.44725689841150984
KSPN,2,0.45246780744058207
KTCC,3,0.5691970764811743
KVHI,1,0.339655682153892
LASR,1,0.40866927527590863
LAW,1,0.4185965839941821
LDOS,4,0.8335997878263863
LFUS,2,0.5077683876038457
LGL,2,0.4806236868084358
LIFW,2,0.5276461683772232
LIFWW,4,1
LINK,3,0.683038129165827
LITE,1,0.4218288466547208
LOGI,2,0.4511391094350385
LPSN,4,0.7471944937338891
LPTH,1,0.42947395157490426
LRCX,3,0.6121716952428699
LSCC,1,0.4261058826803067
LTCH,1,0.42605423662130726
LTRPA,2,0.4955585414752419
LTRPB,2,0.45160938565908343
LYFT,2,0.4788715929036631
LZ,2,0.5256251161498215
MANH,2,0.46899690175441755
MAPS,2,0.4985829647733245
MCHP,1,0.3827054925828685
MDB,3,0.6090151119673125
MDRX,3,0.634780974469049
MEDS,2,0.5109650635552373
MEI,3,0.6808443061911933
META,3,0.5759792196271
MG,3,0.5574173310219855
MGAM,4,0.7007015107961113
MIR,1,0.38305216080464094
MITK,1,0.3927295378392913
MKFG,1,0.41704725033343776
MKTW,4,0.7365023287777134
ML,3,0.5575392473057507
MLGO,1,0.3923509528555185
MMAT,2,0.49959106095552464
MNTX,2,0.4711004924876489
MODN,2,0.48655217183109933
MPWR,2,0.5026492806661642
MQ,1,0.44918818445922754
MRAM,3,0.685289028528764
MRIN,1,0.372448630562538
MRVL,2,0.4778451919006187
MSA,3,0.5654051162243462
MSFT,2,0.5189904438196975
MSI,3,0.618887535700782
MSTR,3,0.5855928263217098
MTCH,2,0.5294454370517094
MTSI,2,0.4624075860810257
MTTR,1,0.3383905636313456
MU,3,0.6683128404887818
MVLA,4,0.8243887661395031
MXL,1,0.42639566913178445
MYPS,1,0.39901260564233043
MYPSW,2,0.5306859811488784
NCNO,1,0.38685891342231277
NET,2,0.5202111584091839
NOC,1,0.38515365982116195
NOW,1,0.4085310118840812
NRC,2,0.5140805843080052
NRDY,2,0.4706144238727095
NSIT,2,0.5157177311080796
NSSC,3,0.5720708875208311
NSYS,3,0.6001785186511168
NTAP,3,0.587386303287453
NTCT,2,0.47605858829645914
NTIP,3,0.6634965285637721
NTNX,3,0.5627620478772297
NTWK,2,0.45510172044420794
NUTX,4,0.7376014452275784
NVDA,4,0.716820618160732
NVEC,2,0.47334273438151914
NVTS,3,0.6615639032360123
NXPL,2,0.4669083233447612
NXT,1,0.4149743323759211
NXTP,3,0.5990216416769449
OBLG,2,0.536084569040366
OKTA,1,0.4418998472661009
OLB,3,0.6133370673700385
OLED,2,0.4707924063133445
OMQS,2,0.4701659209027539
ON,2,0.5016426739005185
ONFO,3,0.5653452337653425
ONTO,3,0.6403966967423662
ORCL,2,0.5287084189700122
OSIS,1,0.42187232622298326
OSPN,1,0.3277317037071707
OSS,3,0.5565026505993358
OTRK,1,0.3726074183195526
OTRKP,1,0.3860701295701194
OUST,3,0.5536022101424161
PALT,1,0.4159219878594668
PANW,1,0.3061813219896659
PAR,1,0.30355460676891943
PAYO,2,0.4649120042650448
PAYS,3,0.6807218612198249
PCTY,1,0.38721560269805694
PDFS,1,0.32654666080884603
PEGA,2,0.46227350192985134
PEGY,4,0.7854569246046263
PET,2,0.5453723077169599
PLAB,1,0.41888624732927404
PLUS,1,0.35986919392067795
PLXS,2,0.46110167576067584
POCI,2,0.48832659615491836
POET,3,0.5578079934965303
POWI,2,0.4773809068404646
PRCH,2,0.48155769028355544
PRFT,1,0.37056798717807526
PRGS,3,0.5553972377525666
PRO,2,0.5165764211619566
PRSO,4,0.8298024664449895
PRST,2,0.45634804103046883
PRTH,2,0.466224498028146
PRVA,2,0.5130650439582238
PTC,1,0.3925240165759022
PUBM,3,0.5719484625859739
PWSC,3,0.593713515285215
PXLW,3,0.5906804281082741
PYCR,3,0.6530197790677953
QCOM,4,0.7025609006800392
QLYS,3,0.5861036185113965
QMCO,1,0.3415772867408978
QUBT,2,0.45362484131860537
QUIK,1,0.4488513358247323
RAMP,2,0.5296366555985452
RBBN,1,0.39827543280592864
RBLX,2,0.4953444938124859
RCRT,1,0.38281287748089776
RDVT,1,0.4241642939599615
REFR,3,0.646543770524535
REKR,3,0.6556429635973116
RELL,3,0.5893454488145002
RELY,2,0.5499256746260043
RFIL,2,0.5347120208241058
RGTI,2,0.5379589871424865
RIOT,2,0.4683006058915919
RMBS,1,0.405720751570633
RMNI,2,0.5282879092267164
ROG,2,0.5236226271847403
ROP,1,0.34183361597659245
RPAY,2,0.5423757429987311
RPD,3,0.609490110700948
RSSS,1,0.4144158619132415
RUM,2,0.48001809638975507
RVYL,3,0.6704097350435542
RXT,0,0.264454719704077
S,2,0.49932688474515236
SANM,1,0.4016860100726928
SATS,1,0.3711105168303137
SBIG,1,0.3341800509081986
SCKT,3,0.6018915254520517
SCSC,2,0.5328728655492736
SCWX,2,0.46302200899604273
SDGR,3,0.580563943419969
SE,4,0.7124104729656949
SEAC,2,0.5101225004230396
SGH,1,0.39105216585814423
SGMA,4,0.7557194683680379
SHCR,3,0.5992824107976644
SHCRW,0,0.22012809611780226
SHLS,3,0.6316374883918601
SITM,2,0.46004296411974005
SKYT,1,0.41899694037539836
SKYX,3,0.6826123970232214
SLAB,1,0.35883774902092674
SLNH,2,0.5238242808417365
SLNHP,2,0.5215096065977765
SLP,1,0.3369904396120486
SMAR,2,0.4881783271532907
SMCI,3,0.5697575961249702
SMRT,2,0.49395997940870123
SMSI,3,0.6319262916148258
SMTC,3,0.6786869708626679
SNAP,1,0.44362567277853127
SNCR,1,0.397675854291414
SNCRL,3,0.6746028812470536
SNOW,3,0.5669294372872216
SNPS,1,0.40671475107660865
SOFO,4,0.708679143366756
SOPA,3,0.6666191049785577
SOUN,3,0.5829884433800319
SPOK,1,0.4004541924743902
SPSC,1,0.4108044062743833
SPT,3,0.5975602837412192
SPWR,1,0.43083985921272905
SQ,1,0.4074278526308385
SSNC,1,0.3341608934453329
SSNT,2,0.5056918599013857
SSTI,4,0.7001211852123105
SSTK,2,0.4892132924921553
SSYS,4,0.7342909975786521
STEM,3,0.69709278666811
STER,2,0.4990155134913233
STNE,2,0.4791933846643218
STRM,1,0.4027131396921855
SURG,2,0.5324379275624861
SWI,2,0.46993669848804354
SWKS,1,0.37066908657640074
SYNA,3,0.5941601476741823
TACT,3,0.6229859744394747
TAIT,3,0.6757249098015041
TASK,1,0.392177377274748
TCX,3,0.616683061756882
TDC,2,0.49945733937294956
TENB,2,0.505279981836951
TGAN,3,0.5610241028040082
TGL,1,0.44650475209753215
TLS,1,0.3142944101641456
TPIC,2,0.5374231634702545
TRNS,2,0.489136846638499
TRT,3,0.574867544232735
TRUE,2,0.47917845781026996
TSRI,3,0.6049952040206023
TTD,3,0.5507597771467194
TTEC,4,0.7670673045524546
TTGT,3,0.5672766944316306
TTMI,2,0.49934469346827426
TTWO,2,0.48081612769947707
TWKS,3,0.6045651424278826
TXN,2,0.5312773313320218
TYL,3,0.583224096150541
U,4,0.7211777446774978
UCTT,3,0.5794419739277206
UI,2,0.5011405824621894
UIS,2,0.45976646783399133
ULBI,3,0.6334143754584343
UPBD,1,0.3057190140117503
UPLD,2,0.49672063404177275
USIO,1,0.39006505544592995
UTRS,4,0.8416319906544102
UUU,1,0.37657309599511646
VCSA,3,0.5843662984182101
VECO,3,0.6668848157294894
VERB,1,0.37120666753094944
VERI,3,0.5922673014100245
VERX,1,0.4404280315006931
VIAV,2,0.5357066106973587
VICR,1,0.4222613060433811
VMEO,1,0.42773688825044465
VRAR,1,0.39108564546742897
VRME,3,0.5806802612183851
VRNS,2,0.4716364939496418
VRNT,2,0.5093192068368412
VRSN,3,0.6873201339465534
VSAT,3,0.6217400244236077
VSH,1,0.34429492445478915
VUZI,3,0.6558725903489925
WAVD,1,0.31208320807075274
WDAY,3,0.5849414261762538
WDC,3,0.6511008845992939
WEX,3,0.6004612139023616
WFCF,3,0.6015273178171838
WGS,4,0.7435761962809679
WISA,3,0.6836233764419983
WK,2,0.5350977598377142
WOLF,3,0.6353158377407566
WYY,2,0.5380418389048429
XAIR,1,0.43684087457051024
XELA,1,0.44973559895220167
XELAP,2,0.5019062022836644
XMTR,3,0.6307207392185619
XPON,3,0.6577746752972544
XRX,2,0.5203914594596126
YELP,2,0.531597796586242
YEXT,1,0.359826033399505
ZBRA,2,0.5332980828602656
ZENV,3,0.577859607731104
ZI,2,0.49413406508857705
ZM,2,0.5040851793954989
ZS,3,0.5516133834166486
