Symbol,Name,Sector,Industry,clusterID
BLBX,Blackboxstocks Inc. Common Stock,Technology,EDP Services,3
BLIN,Bridgeline Digital Inc. Common Stock,Technology,EDP Services,3
BLKB,Blackbaud Inc. Common Stock,Technology,Computer Software: Prepackaged Software,4
BLZE,Backblaze Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,-1
BMBL,Bumble Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,-1
BOX,Box Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,2
BRC,Brady Corporation Common Stock,Technology,Security Systems Services,2
BRZE,Braze Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,-1
BSY,Bentley Systems Incorporated Class B Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,-1
BW,Babcock & Wilcox Enterprises Inc. Common Stock,Technology,Industrial Machinery/Components,0
CACI,CACI International Inc. Class A Common Stock,Technology,EDP Services,2
CALX,Calix Inc Common Stock,Technology,Computer Software: Prepackaged Software,0
CCCS,CCC Intelligent Solutions Holdings Inc. Common Stock,Technology,Computer Software: Prepackaged Software,-1
CCRD,CoreCard Corporation Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,1
CCSI,Consensus Cloud Solutions Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,-1
CDNS,Cadence Design Systems Inc. Common Stock,Technology,Computer Software: Prepackaged Software,2
CERT,Certara Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,-1
CETX,Cemtrex Inc. Common Stock,Technology,EDP Services,1
CETXP,Cemtrex Inc. Series 1 Preferred Stock,Technology,EDP Services,1
CEVA,CEVA Inc. Common Stock,Technology,Semiconductors,1
CFLT,Confluent Inc. Class A Common Stock,Technology,EDP Services,-1
CISO,Cerberus Cyber Sentinel Corporation Common Stock,Technology,Computer Software: Prepackaged Software,-1
CIX,CompX International Inc. Common Stock,Technology,Security Systems Services,2
CLIR,ClearSign Technologies Corporation Common Stock,Technology,Industrial Machinery/Components,1
CLMB,Climb Global Solutions Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,2
CLRO,ClearOne Inc. (DE) Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment,1
CLSK,CleanSpark Inc. Common Stock,Technology,Computer Software: Prepackaged Software,4
CMAX,CareMax Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,-1
CMTL,Comtech Telecommunications Corp. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment,3
CNDT,Conduent Incorporated Common Stock ,Technology,Retail: Computer Software & Peripheral Equipment,3
CNXC,Concentrix Corporation Common Stock,Technology,Computer Software: Prepackaged Software,-1
CNXN,PC Connection Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,2
COMM,CommScope Holding Company Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment,3
CPTN,Cepton Inc. Common Stock,Technology,Computer Software: Prepackaged Software,-1
CRDO,Credo Technology Group Holding Ltd Ordinary Shares,Technology,Semiconductors,-1
CREX,Creative Realities Inc. Common Stock,Technology,EDP Services,1
CRM,Salesforce Inc. Common Stock,Technology,Computer Software: Prepackaged Software,4
CRNC,Cerence Inc. Common Stock,Technology,EDP Services,3
CRSR,Corsair Gaming Inc. Common Stock,Technology,Computer Manufacturing,-1
CRUS,Cirrus Logic Inc. Common Stock,Technology,Semiconductors,2
CRWD,CrowdStrike Holdings Inc. Class A Common Stock,Technology,EDP Services,4
CSGS,CSG Systems International Inc. Common Stock,Technology,EDP Services,0
CSPI,CSP Inc. Common Stock,Technology,EDP Services,2
CTLP,Cantaloupe Inc. Common Stock,Technology,EDP Services,1
CTS,CTS Corporation Common Stock,Technology,Industrial Machinery/Components,2
CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,Technology,EDP Services,4
CUEN,Cuentas Inc. Common Stock,Technology,Computer Software: Prepackaged Software,1
CVLT,Commvault Systems Inc. Common Stock,Technology,Computer Software: Prepackaged Software,2
CVV,CVD Equipment Corporation Common Stock,Technology,Industrial Machinery/Components,2
CYN,Cyngn Inc. Common Stock,Technology,EDP Services,-1
DAIO,Data I/O Corporation Common Stock,Technology,Industrial Machinery/Components,3
DATS,DatChat Inc. Common Stock,Technology,Computer Software: Prepackaged Software,-1
DATSW,DatChat Inc. Series A Warrant,Technology,Computer Software: Prepackaged Software,-1
DAVE,Dave Inc. Class A Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,-1
DBX,Dropbox Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,4
DDD,3D Systems Corporation Common Stock,Technology,Computer peripheral equipment,3
DDOG,Datadog Inc. Class A Common Stock,Technology,EDP Services,4
DFLI,Dragonfly Energy Holdings Corp. Common Stock,Technology,Electronic Components,-1
DGII,Digi International Inc. Common Stock,Technology,Computer peripheral equipment,2
DGLY,Digital Ally Inc. Common Stock,Technology,Security Systems Services,1
DH,Definitive Healthcare Corp. Class A Common Stock,Technology,Computer Software: Prepackaged Software,-1
DHX,DHI Group Inc. Common Stock,Technology,Computer Software: Prepackaged Software,0
DIOD,Diodes Incorporated Common Stock,Technology,Semiconductors,0
DJCO,Daily Journal Corp. (S.C.) Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,4
DLB,Dolby Laboratories Common Stock,Technology,EDP Services,4
DMRC,Digimarc Corporation Common Stock,Technology,EDP Services,4
DNB,Dun & Bradstreet Holdings Inc. Common Stock,Technology,Internet and Information Services,-1
DOCN,DigitalOcean Holdings Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,-1
DOCU,DocuSign Inc. Common Stock,Technology,EDP Services,1
DOMO,Domo Inc. Class B Common Stock,Technology,Computer Software: Prepackaged Software,3
DSP,Viant Technology Inc. Class A Common Stock,Technology,EDP Services,-1
DT,Dynatrace Inc. Common Stock,Technology,EDP Services,4
DTST,Data Storage Corporation Common Stock,Technology,EDP Services,2
DUOL,Duolingo Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,-1
DUOT,Duos Technologies Group Inc. Common Stock,Technology,Computer Software: Prepackaged Software,3
EB,Eventbrite Inc. Class A Common Stock,Technology,EDP Services,3
EEFT,Euronet Worldwide Inc. Common Stock,Technology,EDP Services,3
EGAN,eGain Corporation Common Stock,Technology,Computer Software: Prepackaged Software,1
EGHT,8x8 Inc Common Stock,Technology,EDP Services,1
EGIO,Edgio Inc. Common Stock,Technology,Interactive Media,1
EMKR,EMCORE Corporation Common Stock,Technology,Semiconductors,3
ENPH,Enphase Energy Inc. Common Stock,Technology,Electrical Products,0
ENTG,Entegris Inc. Common Stock,Technology,Semiconductors,4
ENV,Envestnet Inc Common Stock,Technology,EDP Services,1
EOSE,Eos Energy Enterprises Inc. Class A Common Stock,Technology,Electronic Components,-1
EOSEW,Eos Energy Enterprises Inc. Warrant,Technology,Electronic Components,-1
EPAM,EPAM Systems Inc. Common Stock,Technology,EDP Services,3
ERII,Energy Recovery Inc. Common Stock,Technology,Industrial Machinery/Components,0
ESP,Espey Mfg. & Electronics Corp. Common Stock,Technology,Industrial Machinery/Components,2
ESTC,Elastic N.V. Ordinary Shares,Technology,Computer Software: Prepackaged Software,4
EVBG,Everbridge Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,1
EVCM,EverCommerce Inc. Common Stock,Technology,EDP Services,-1
EVER,EverQuote Inc. Class A Common Stock,Technology,EDP Services,1
EVLV,Evolv Technologies Holdings Inc. Class A Common Stock,Technology,Security Systems Services,-1
EXFY,Expensify Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,-1
EXLS,ExlService Holdings Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,2
EZFL,EzFill Holdings Inc. Common Stock,Technology,EDP Services,-1
FFIV,F5 Inc. Common Stock,Technology,EDP Services,4
FICO,Fair Isaac Corproation Common Stock,Technology,Computer Software: Prepackaged Software,2
FIVN,Five9 Inc. Common Stock,Technology,EDP Services,3
FLYW,Flywire Corporation Voting Common Stock,Technology,EDP Services,-1
FORA,Forian Inc. Common Stock,Technology,Computer Software: Prepackaged Software,-1
FORM,FormFactor Inc. FormFactor Inc. Common Stock,Technology,Semiconductors,4
FOUR,Shift4 Payments Inc. Class A Common Stock,Technology,EDP Services,-1
FRGT,Freight Technologies Inc. Ordinary Shares,Technology,EDP Services,3
FROG,JFrog Ltd. Ordinary Shares,Technology,Computer Software: Prepackaged Software,-1
FRSH,Freshworks Inc. Class A Common Stock,Technology,EDP Services,-1
FSLR,First Solar Inc. Common Stock,Technology,Semiconductors,2
FSS,Federal Signal Corporation Common Stock,Technology,Industrial Machinery/Components,2
FTCI,FTC Solar Inc. Common Stock,Technology,Semiconductors,-1
FTNT,Fortinet Inc. Common Stock,Technology,Security Systems Services,2
GBTG,Global Business Travel Group Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,-1
GDDY,GoDaddy Inc. Class A Common Stock,Technology,EDP Services,2
GDRX,GoodRx Holdings Inc. Class A Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,-1
GDYN,Grid Dynamics Holdings Inc. Class A Common Stock,Technology,EDP Services,0
GEGGL,Great Elm Group Inc.  7.25% Notes due 2027,Technology,Computer Software: Prepackaged Software,-1
GEHC,GE HealthCare Technologies Inc. Common Stock ,Technology,Computer Software: Prepackaged Software,-1
GEN,Gen Digital Inc. Common Stock,Technology,Computer Software: Prepackaged Software,0
GFS,GlobalFoundries Inc. Ordinary Shares,Technology,Semiconductors,-1
GIC,Global Industrial Company Common Stock,Technology,Industrial Machinery/Components,4
GLW,Corning Incorporated Common Stock,Technology,Industrial Machinery/Components,3
GMGI,Golden Matrix Group Inc. Common Stock,Technology,Computer Software: Prepackaged Software,3
GOOG,Alphabet Inc. Class C Capital Stock,Technology,Internet and Information Services,2
GOOGL,Alphabet Inc. Class A Common Stock,Technology,Internet and Information Services,2
GROM,Grom Social Enterprises Inc. Common Stock,Technology,Interactive Media,1
GSIT,GSI Technology Common Stock,Technology,Semiconductors,1
GTLB,GitLab Inc. Class A Common Stock,Technology,EDP Services,-1
GTLS,Chart Industries Inc. Common Stock,Technology,Electrical Products,0
GVP,GSE Systems Inc. Common Stock,Technology,Computer Software: Prepackaged Software,3
GWRE,Guidewire Software Inc. Common Stock,Technology,Computer Software: Prepackaged Software,4
HAYW,Hayward Holdings Inc. Common Stock,Technology,Electronic Components,-1
HCKT,Hackett Group Inc (The). Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,2
HCP,HashiCorp Inc. Class A Common Stock,Technology,EDP Services,-1
HCTI,Healthcare Triangle Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,-1
HLIT,Harmonic Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment,2
HLTH,Cue Health Inc. Common Stock,Technology,Computer Software: Prepackaged Software,-1
HOLO,MicroCloud Hologram Inc. Ordinary Shares,Technology,Computer Software: Programming Data Processing,-1
HOOD,Robinhood Markets Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,-1
HPQ,HP Inc. Common Stock,Technology,Computer Manufacturing,0
HUBB,Hubbell Inc Common Stock,Technology,Industrial Machinery/Components,2
HUBS,HubSpot Inc. Common Stock,Technology,Computer Software: Prepackaged Software,4
IBM,International Business Machines Corporation Common Stock,Technology,EDP Services,2
ICHR,Ichor Holdings Ordinary Shares,Technology,Semiconductors,4
IDAI,T Stamp Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,-1
IDN,Intellicheck Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,1
III,Information Services Group Inc. Information Services Group Inc. Common Stock,Technology,EDP Services,0
IIIV,i3 Verticals Inc. Class A Common Stock,Technology,EDP Services,1
IMMR,Immersion Corporation Common Stock,Technology,Computer peripheral equipment,1
IMXI,International Money Express Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,2
INDI,indie Semiconductor Inc. Class A Common Stock,Technology,Semiconductors,1
INOD,Innodata Inc. Common Stock,Technology,EDP Services,2
INSE,Inspired Entertainment Inc. Common Stock,Technology,EDP Peripherals,0
INTA,Intapp Inc. Common Stock,Technology,Computer Software: Prepackaged Software,-1
INTC,Intel Corporation Common Stock,Technology,Semiconductors,1
INTT,inTest Corporation Common Stock,Technology,Semiconductors,2
INTU,Intuit Inc. Common Stock,Technology,Computer Software: Prepackaged Software,2
INTZ,Intrusion Inc. Common Stock,Technology,Security Systems Services,1
INVE,Identiv Inc. Common Stock,Technology,Computer peripheral equipment,0
IPDN,Professional Diversity Network Inc. Common Stock,Technology,EDP Services,1
IPGP,IPG Photonics Corporation Common Stock,Technology,Semiconductors,1
ISDR,Issuer Direct Corporation Common Stock,Technology,Computer Software: Prepackaged Software,0
ISUN,iSun Inc. Common Stock,Technology,Semiconductors,1
IVAC,Intevac Inc. Common Stock,Technology,Industrial Machinery/Components,1
IVDA,Iveda Solutions Inc. Common Stock,Technology,Security Systems Services,3
JAMF,Jamf Holding Corp. Common Stock,Technology,Computer Software: Prepackaged Software,-1
JBL,Jabil Inc. Common Stock,Technology,Electrical Products,2
JKHY,Jack Henry & Associates Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,0
JNPR,Juniper Networks Inc. Common Stock,Technology,Computer peripheral equipment,2
KAI,Kadant Inc Common Stock,Technology,Industrial Machinery/Components,2
KBNT,Kubient Inc. Common Stock,Technology,EDP Services,-1
KE,Kimball Electronics Inc. Common Stock,Technology,Industrial Machinery/Components,2
KLAC,KLA Corporation Common Stock,Technology,Electronic Components,2
KLTR,Kaltura Inc. Common Stock,Technology,EDP Services,-1
KOPN,Kopin Corporation Common Stock,Technology,Industrial Machinery/Components,3
KPLT,Katapult Holdings Inc. Common Stock,Technology,EDP Services,-1
KSCP,Knightscope Inc. Class A Common Stock,Technology,Security Systems Services,-1
KSPN,Kaspien Holdings Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,-1
KTCC,Key Tronic Corporation Common Stock,Technology,Computer peripheral equipment,1
KVHI,KVH Industries Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment,3
LASR,nLIGHT Inc. Common Stock,Technology,Semiconductors,1
LAW,CS Disco Inc. Common Stock,Technology,Computer Software: Prepackaged Software,-1
LDOS,Leidos Holdings Inc. Common Stock,Technology,EDP Services,2
LFUS,Littelfuse Inc. Common Stock,Technology,Electronic Components,0
LGL,LGL Group Inc. (The) Common Stock,Technology,Industrial Machinery/Components,3
LIFW,MSP Recovery Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,-1
LIFWW,MSP Recovery Inc. Warrant,Technology,Computer Software: Prepackaged Software,-1
LINK,Interlink Electronics Inc. Common Stock,Technology,Industrial Machinery/Components,4
LITE,Lumentum Holdings Inc. Common Stock,Technology,Computer peripheral equipment,3
LOGI,Logitech International S.A. Ordinary Shares,Technology,Computer peripheral equipment,4
LPSN,LivePerson Inc. Common Stock,Technology,EDP Services,1
LPTH,LightPath Technologies Inc. Class A Common Stock,Technology,Electronic Components,1
LRCX,Lam Research Corporation Common Stock,Technology,Industrial Machinery/Components,2
LSCC,Lattice Semiconductor Corporation Common Stock,Technology,Semiconductors,2
LTCH,Latch Inc. Common Stock,Technology,EDP Services,-1
LTRPA,Liberty TripAdvisor Holdings Inc. Series A Common Stock,Technology,Interactive Media,1
LTRPB,Liberty TripAdvisor Holdings Inc. Series B Common Stock,Technology,Interactive Media,1
LYFT,Lyft Inc. Class A Common Stock,Technology,EDP Services,3
LZ,LegalZoom.com Inc. Common Stock,Technology,Interactive Media,-1
MANH,Manhattan Associates Inc. Common Stock,Technology,Computer Software: Prepackaged Software,2
MAPS,WM Technology Inc. Class A Common Stock ,Technology,Computer Software: Prepackaged Software,1
MCHP,Microchip Technology Incorporated Common Stock,Technology,Semiconductors,2
MDB,MongoDB Inc. Class A Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,4
MDRX,Veradigm Inc. Common Stock,Technology,EDP Services,0
