Date,Open,High,Low,Close,Adj Close,Volume
2001-08-06,139.710007,139.710007,139.710007,139.710007,-Infinity,0
2001-08-07,2.794200,2.794200,2.794200,2.794200,-123411292606425520000000000000000000000.000000,15000
2001-08-08,2.991540,2.991540,2.991540,2.991540,-132127171355764340000000000000000000000.000000,0
2001-08-09,2.991540,2.991540,2.991540,2.991540,-132127171355764340000000000000000000000.000000,0
2001-08-10,2.991540,2.991540,2.991540,2.991540,-132127171355764340000000000000000000000.000000,0
2001-08-13,2.991540,2.991540,2.991540,2.991540,-132127171355764340000000000000000000000.000000,0
2001-08-14,2.991540,2.991540,2.991540,2.991540,-132127171355764340000000000000000000000.000000,0
2001-08-15,2.991540,2.991540,2.991540,2.991540,-132127171355764340000000000000000000000.000000,0
2001-08-16,2.991540,2.991540,2.991540,2.991540,-132127171355764340000000000000000000000.000000,0
2001-08-17,2.991540,2.991540,2.991540,2.991540,-132127171355764340000000000000000000000.000000,0
2001-08-20,2.991540,2.991540,2.991540,2.991540,-132127171355764340000000000000000000000.000000,0
2001-08-21,2.991540,2.991540,2.991540,2.991540,-132127171355764340000000000000000000000.000000,0
2001-08-22,2.991540,2.991540,2.991540,2.991540,-132127171355764340000000000000000000000.000000,0
2001-08-23,2.991540,2.991540,2.991540,2.991540,-132127171355764340000000000000000000000.000000,0
2001-08-24,2.991540,2.991540,2.991540,2.991540,-132127171355764340000000000000000000000.000000,0
2001-08-27,2.991540,2.991540,2.991540,2.991540,-132127171355764340000000000000000000000.000000,0
2001-08-28,2.991540,2.991540,2.991540,2.991540,-132127171355764340000000000000000000000.000000,0
2001-08-29,2.991540,2.991540,2.991540,2.991540,-132127171355764340000000000000000000000.000000,0
2001-08-30,2.991540,2.991540,2.991540,2.991540,-132127171355764340000000000000000000000.000000,0
2001-08-31,2.991540,2.991540,2.991540,2.991540,-132127171355764340000000000000000000000.000000,0
2001-09-04,2.991540,2.991540,2.991540,2.991540,-132127171355764340000000000000000000000.000000,15000
2001-09-05,2.929680,2.929680,2.929680,2.929680,-129395009087694840000000000000000000000.000000,0
2001-09-06,2.929680,2.929680,2.929680,2.929680,-129395009087694840000000000000000000000.000000,0
2001-09-07,2.929680,2.929680,2.929680,2.929680,-129395009087694840000000000000000000000.000000,0
2001-09-10,2.929680,2.929680,2.929680,2.929680,-129395009087694840000000000000000000000.000000,0
2001-09-17,2.929680,2.929680,2.929680,2.929680,-129395009087694840000000000000000000000.000000,0
2001-09-18,2.929680,2.929680,2.929680,2.929680,-129395009087694840000000000000000000000.000000,0
2001-09-19,2.929680,2.929680,2.929680,2.929680,-129395009087694840000000000000000000000.000000,0
2001-09-20,2.929680,2.929680,2.929680,2.929680,-129395009087694840000000000000000000000.000000,0
2001-09-21,2.929680,2.929680,2.929680,2.929680,-129395009087694840000000000000000000000.000000,0
2001-09-24,2.929680,2.929680,2.929680,2.929680,-129395009087694840000000000000000000000.000000,0
2001-09-25,2.929680,2.929680,2.929680,2.929680,-129395009087694840000000000000000000000.000000,0
2001-09-26,2.929680,2.929680,2.929680,2.929680,-129395009087694840000000000000000000000.000000,0
2001-09-27,2.929680,2.929680,2.929680,2.929680,-129395009087694840000000000000000000000.000000,0
2001-09-28,2.929680,2.929680,2.929680,2.929680,-129395009087694840000000000000000000000.000000,0
2001-10-01,2.929680,2.929680,2.929680,2.929680,-129395009087694840000000000000000000000.000000,0
2001-10-02,2.929680,2.929680,2.929680,2.929680,-129395009087694840000000000000000000000.000000,0
2001-10-03,2.929680,2.929680,2.929680,2.929680,-129395009087694840000000000000000000000.000000,0
2001-10-04,2.929680,2.929680,2.929680,2.929680,-129395009087694840000000000000000000000.000000,0
2001-10-05,2.929680,2.929680,2.929680,2.929680,-129395009087694840000000000000000000000.000000,0
2001-10-08,2.929680,2.929680,2.929680,2.929680,-129395009087694840000000000000000000000.000000,0
2001-10-09,2.929680,2.929680,2.929680,2.929680,-129395009087694840000000000000000000000.000000,0
2001-10-10,2.929680,2.929680,2.929680,2.929680,-129395009087694840000000000000000000000.000000,0
2001-10-11,2.929680,2.929680,2.929680,2.929680,-129395009087694840000000000000000000000.000000,0
2001-10-12,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-10-15,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-10-16,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-10-17,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-10-18,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-10-19,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-10-22,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-10-23,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-10-24,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-10-25,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-10-26,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-10-29,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-10-30,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-10-31,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-11-01,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-11-02,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-11-05,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-11-06,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-11-07,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-11-08,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-11-09,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-11-12,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-11-13,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-11-14,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-11-15,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-11-16,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-11-19,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-11-20,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-11-21,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-11-23,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-11-26,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-11-27,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-11-28,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-11-29,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-11-30,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-12-03,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-12-04,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-12-05,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-12-06,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-12-07,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-12-10,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-12-11,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-12-12,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-12-13,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
2001-12-14,2.426460,2.426460,2.426460,2.426460,-107169331678712500000000000000000000000.000000,15000
