,Symbol,Name,Sector,Industry,Type
3843,TGAN,Transphorm Inc. Common Stock,Technology,Semiconductors,EQUITY
3844,TGI,Triumph Group Inc. Common Stock,Industrials,Aerospace,EQUITY
3845,TGL,Treasure Global Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,EQUITY
3846,TGNA,TEGNA Inc,Industrials,Broadcasting,EQUITY
3847,TGS,Transportadora de Gas del Sur SA TGS Common Stock,Utilities,Natural Gas Distribution,EQUITY
3848,TGT,Target Corporation Common Stock,Consumer Discretionary,Department/Specialty Retail Stores,EQUITY
3849,TGTX,TG Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
3850,TH,Target Hospitality Corp. Common Stock,Consumer Discretionary,Diversified Commercial Services,EQUITY
3851,THC,Tenet Healthcare Corporation Common Stock,Health Care,Hospital/Nursing Management,EQUITY
3852,THCP,Thunder Bridge Capital Partners IV Inc. Class A Common Stock,Industrials,Consumer Electronics/Appliances,EQUITY
3853,THCPU,Thunder Bridge Capital Partners IV Inc. Unit,Industrials,Consumer Electronics/Appliances,EQUITY
3854,THFF,First Financial Corporation Indiana Common Stock,Finance,Major Banks,EQUITY
3855,THG,Hanover Insurance Group Inc,Finance,Property-Casualty Insurers,EQUITY
3856,THMO,ThermoGenesis Holdings Inc. Common Stock,Industrials,Medical Specialities,EQUITY
3857,THO,Thor Industries Inc. Common Stock,Industrials,Homebuilding,EQUITY
3858,THQ,Tekla Healthcare Opportunies Fund Shares of Beneficial Interest,Finance,Finance Companies,EQUITY
3859,THR,Thermon Group Holdings Inc. Common Stock,Consumer Discretionary,Electrical Products,EQUITY
3860,THRD,Third Harmonic Bio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
3861,THRM,Gentherm Inc Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,EQUITY
3862,THRY,Thryv Holdings Inc. Common Stock,Industrials,Industrial Machinery/Components,EQUITY
3863,THS,Treehouse Foods Inc. Common Stock,Consumer Staples,Packaged Foods,EQUITY
3864,THTX,Theratechnologies Inc. Common Shares,Health Care,Pharmaceuticals and Biotechnology,EQUITY
3865,THW,Tekla World Healthcare Fund Shares of Beneficial Interest,Finance,Finance Companies,EQUITY
3866,TIL,Instil Bio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
3867,TIPT,Tiptree Inc. Common Stock,Finance,Accident &Health Insurance,EQUITY
3868,TIVC,Tivic Health Systems Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,EQUITY
3869,TJX,TJX Companies Inc. (The) Common Stock,Consumer Discretionary,Department/Specialty Retail Stores,EQUITY
3870,TKNO,Alpha Teknova Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,EQUITY
3871,TKR,Timken Company (The) Common Stock,Industrials,Metal Fabrications,EQUITY
3872,TLGY,TLGY Acquisition Corporation Class A Ordinary Share,Finance,Blank Checks,EQUITY
3873,TLGYU,TLGY Acquisition Corporation Unit,Finance,Blank Checks,EQUITY
3874,TLIS,Talis Biomedical Corporation Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,EQUITY
3875,TLRY,Tilray Brands Inc. Class 2 Common Stock ,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
3876,TLS,Telos Corporation Common Stock,Technology,EDP Services,EQUITY
3877,TMCI,Treace Medical Concepts Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,EQUITY
3878,TMDX,TransMedics Group Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,EQUITY
3879,TMHC,Taylor Morrison Home Corporation Common Stock,Consumer Discretionary,Homebuilding,EQUITY
3880,TMO,Thermo Fisher Scientific Inc Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments,EQUITY
3881,TMP,Tompkins Financial Corporation Common Stock,Finance,Major Banks,EQUITY
3882,TMUS,T-Mobile US Inc. Common Stock,Telecommunications,Telecommunications Equipment,EQUITY
3883,TNC,Tennant Company Common Stock,Industrials,Industrial Machinery/Components,EQUITY
3884,TNDM,Tandem Diabetes Care Inc. Common Stock,Health Care,Medical/Dental Instruments,EQUITY
3885,TNGX,Tango Therapeutics Inc.,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
3886,TNL,Travel   Leisure Co. Common  Stock,Consumer Discretionary,Other Consumer Services,EQUITY
3887,TNON,Tenon Medical Inc. Common Stock,Health Care,Medical Specialities,EQUITY
3888,TNXP,Tonix Pharmaceuticals Holding Corp. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
3889,TNYA,Tenaya Therapeutics Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,EQUITY
3890,TOI,The Oncology Institute Inc. Common Stock,Health Care,Medical Specialities,EQUITY
3891,TOL,Toll Brothers Inc. Common Stock,Consumer Discretionary,Homebuilding,EQUITY
3892,TOVX,Theriva Biologics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
3893,TOWN,TowneBank Common Stock,Finance,Major Banks,EQUITY
3894,TPB,Turning Point Brands Inc. Common Stock,Consumer Discretionary,Tobacco,EQUITY
3895,TPC,Tutor Perini Corporation Common Stock,Industrials,Engineering & Construction,EQUITY
3896,TPG,TPG Inc. Class A Common Stock,Finance,Trusts Except Educational Religious and Charitable,EQUITY
3897,TPH,Tri Pointe Homes Inc. Common Stock,Consumer Discretionary,Homebuilding,EQUITY
3898,TPIC,TPI Composites Inc. Common Stock,Technology,Industrial Machinery/Components,EQUITY
3899,TPL,Texas Pacific Land Corporation Common Stock,Energy,Oil & Gas Production,EQUITY
3900,TPR,Tapestry Inc. Common Stock,Consumer Discretionary,Apparel,EQUITY
3901,TPST,Tempest Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
3902,TPX,Tempur Sealy International Inc. Common Stock,Consumer Discretionary,Home Furnishings,EQUITY
3903,TPZ,Tortoise Power and Energy Infrastructure Fund Inc Common Stock,Finance,Investment Managers,EQUITY
3904,TR,Tootsie Roll Industries Inc. Common Stock,Consumer Staples,Specialty Foods,EQUITY
3905,TRC,Tejon Ranch Co Common Stock,Finance,Major Banks,EQUITY
3906,TRDA,Entrada Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
3907,TREE,LendingTree Inc. Common Stock,Finance,Finance/Investors Services,EQUITY
3908,TRGP,Targa Resources Inc. Common Stock,Utilities,Natural Gas Distribution,EQUITY
3909,TRIN,Trinity Capital Inc. Common Stock,Finance,Finance/Investors Services,EQUITY
3910,TRINL,Trinity Capital Inc. 7.00% Notes Due 2025,Finance,Finance/Investors Services,EQUITY
3911,TRMB,Trimble Inc. Common Stock,Industrials,Industrial Machinery/Components,EQUITY
3912,TRMK,Trustmark Corporation Common Stock,Finance,Major Banks,EQUITY
3913,TRN,Trinity Industries Inc. Common Stock,Industrials,Railroads,EQUITY
3914,TRNO,Terreno Realty Corporation Common Stock,Real Estate,Real Estate Investment Trusts,EQUITY
3915,TRNS,Transcat Inc. Common Stock,Technology,Industrial Machinery/Components,EQUITY
3916,TRON,Corner Growth Acquisition Corp. 2 Class A Ordinary Share,Finance,Blank Checks,EQUITY
3917,TRONU,Corner Growth Acquisition Corp. 2 Units,Finance,Blank Checks,EQUITY
3918,TROW,T. Rowe Price Group Inc. Common Stock,Finance,Investment Managers,EQUITY
3919,TROX,Tronox Holdings plc Ordinary Shares (UK),Industrials,Major Chemicals,EQUITY
3920,TRST,TrustCo Bank Corp NY Common Stock,Finance,Major Banks,EQUITY
3921,TRT,Trio-Tech International Common Stock,Technology,Industrial Machinery/Components,EQUITY
3922,TRTX,TPG RE Finance Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts,EQUITY
3923,TRU,TransUnion Common Stock,Finance,Advertising,EQUITY
3924,TRUP,Trupanion Inc. Common Stock,Health Care,Medical Specialities,EQUITY
3925,TRV,The Travelers Companies Inc. Common Stock,Finance,Property-Casualty Insurers,EQUITY
3926,TRVI,Trevi Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
3927,TRVN,Trevena Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
3928,TSAT,Telesat Corporation Class A Common Shares and Class B Variable Voting Shares ,Industrials,Metal Fabrications,EQUITY
3929,TSBK,Timberland Bancorp Inc. Common Stock,Finance,Banks,EQUITY
3930,TSCO,Tractor Supply Company Common Stock,Consumer Discretionary,Other Specialty Stores,EQUITY
3931,TSHA,Taysha Gene Therapies Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
3932,TSI,TCW Strategic Income Fund Inc. Common Stock,Finance,Investment Managers,EQUITY
3933,TSLA,Tesla Inc. Common Stock,Consumer Discretionary,Auto Manufacturing,EQUITY
3934,TSN,Tyson Foods Inc. Common Stock,Consumer Staples,Meat/Poultry/Fish,EQUITY
3935,TSQ,Townsquare Media Inc. Class A Common Stock,Consumer Discretionary,Advertising,EQUITY
3936,TSRI,TSR Inc. Common Stock,Technology,EDP Services,EQUITY
3937,TSVT,2seventy bio Inc. Common Stock ,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
3938,TTC,Toro Company (The) Common Stock,Consumer Discretionary,Tools/Hardware,EQUITY
3939,TTD,The Trade Desk Inc. Class A Common Stock,Technology,EDP Services,EQUITY
3940,TTEC,TTEC Holdings Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,EQUITY
3941,TTEK,Tetra Tech Inc. Common Stock,Consumer Discretionary,Military/Government/Technical,EQUITY
3942,TTGT,TechTarget Inc. Common Stock,Technology,Interactive Media,EQUITY
3943,TTI,Tetra Technologies Inc. Common Stock,Energy,Oil & Gas Production,EQUITY
3944,TTMI,TTM Technologies Inc. Common Stock,Technology,Electrical Products,EQUITY
3945,TTNP,Titan Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),EQUITY
3946,TTOO,T2 Biosystems Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,EQUITY
3947,TTP,Tortoise Pipeline & Energy Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable,EQUITY
3948,TTSH,Tile Shop Holdings Inc. Common Stock,Consumer Discretionary,Other Specialty Stores,EQUITY
3949,TTWO,Take-Two Interactive Software Inc. Common Stock,Technology,Computer Software: Prepackaged Software,EQUITY
3950,TUP,Tupperware Brands Corporation Common Stock,Industrials,Plastic Products,EQUITY
3951,TURN,180 Degree Capital Corp. Common Stock,Finance,Finance/Investors Services,EQUITY
3952,TUSK,Mammoth Energy Services Inc. Common Stock,Industrials,Consumer Electronics/Appliances,EQUITY
3953,TV,Grupo Televisa S.A. Common Stock,Industrials,Broadcasting,EQUITY
3954,TVC,Tennessee Valley Authority Common Stock,Utilities,Electric Utilities: Central,EQUITY
3955,TVE,Tennessee Valley Authority,Utilities,Electric Utilities: Central,EQUITY
3956,TVTX,Travere Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
3957,TW,Tradeweb Markets Inc. Class A Common Stock,Finance,Investment Bankers/Brokers/Service,EQUITY
3958,TWI,Titan International Inc. (DE) Common Stock,Industrials,Industrial Machinery/Components,EQUITY
3959,TWIN,Twin Disc Incorporated Common Stock,Industrials,Industrial Machinery/Components,EQUITY
3960,TWKS,Thoughtworks Holding Inc. Common Stock,Technology,EDP Services,EQUITY
3961,TWLO,Twilio Inc. Class A Common Stock,Industrials,Industrial Machinery/Components,EQUITY
3962,TWLV,Twelve Seas Investment Company II Class A Common Stock,Industrials,Consumer Electronics/Appliances,EQUITY
3963,TWLVU,Twelve Seas Investment Company II Unit,Industrials,Consumer Electronics/Appliances,EQUITY
3964,TWN,Taiwan Fund Inc. (The) Common Stock,Finance,Trusts Except Educational Religious and Charitable,EQUITY
3965,TWO,Two Harbors Investment Corp,Real Estate,Real Estate Investment Trusts,EQUITY
3966,TWOU,2U Inc. Common Stock,Consumer Discretionary,Service to the Health Industry,EQUITY
3967,TWST,Twist Bioscience Corporation Common Stock,Health Care,Managed Health Care,EQUITY
3968,TXG,10x Genomics Inc. Class A Common Stock,Health Care,Managed Health Care,EQUITY
3969,TXMD,TherapeuticsMD Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
3970,TXN,Texas Instruments Incorporated Common Stock,Technology,Semiconductors,EQUITY
3971,TXRH,Texas Roadhouse Inc. Common Stock,Consumer Discretionary,Restaurants,EQUITY
3972,TXT,Textron Inc. Common Stock,Industrials,Aerospace,EQUITY
3973,TY,Tri Continental Corporation Common Stock,Finance,Finance Companies,EQUITY
3974,TYG,Tortoise Energy Infrastructure Corporation Common Stock,Finance,Investment Managers,EQUITY
3975,TYL,Tyler Technologies Inc. Common Stock,Technology,Computer Software: Prepackaged Software,EQUITY
3976,TYRA,Tyra Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
3977,TZOO,Travelzoo Common Stock,Consumer Discretionary,Advertising,EQUITY
3978,U,Unity Software Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,EQUITY
3979,UA,Under Armour Inc. Class C Common Stock,Consumer Discretionary,Apparel,EQUITY
3980,UAA,Under Armour Inc. Class A Common Stock,Consumer Discretionary,Apparel,EQUITY
3981,UAL,United Airlines Holdings Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services,EQUITY
3982,UAN,CVR Partners LP Common Units representing Limited Partner Interests,Industrials,Agricultural Chemicals,EQUITY
3983,UAVS,AgEagle Aerial Systems Inc. Common Stock,Industrials,Wholesale Distributors,EQUITY
3984,UBCP,United Bancorp Inc. Common Stock,Finance,Major Banks,EQUITY
3985,UBFO,United Security Bancshares Common Stock,Finance,Major Banks,EQUITY
3986,UBSI,United Bankshares Inc. Common Stock,Finance,Major Banks,EQUITY
3987,UBX,Unity Biotechnology Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,EQUITY
3988,UCBI,United Community Banks Inc. Common Stock,Finance,Major Banks,EQUITY
3989,UCBIO,United Community Banks Inc. Depositary Shares each representing 1/1000th interest in a share of Series I Non-CumulativePreferred Stock,Finance,Major Banks,EQUITY
3990,UCTT,Ultra Clean Holdings Inc. Common Stock,Technology,Semiconductors,EQUITY
3991,UDR,UDR Inc. Common Stock,Real Estate,Real Estate Investment Trusts,EQUITY
3992,UE,Urban Edge Properties Common Shares of Beneficial Interest,Real Estate,Real Estate Investment Trusts,EQUITY
3993,UEC,Uranium Energy Corp. Common Stock,Basic Materials,Other Metals and Minerals,EQUITY
3994,UEIC,Universal Electronics Inc. Common Stock,Consumer Staples,Consumer Electronics/Appliances,EQUITY
3995,UFCS,United Fire Group Inc. Common Stock,Finance,Property-Casualty Insurers,EQUITY
3996,UFPI,UFP Industries Inc. Common Stock,Basic Materials,Forest Products,EQUITY
3997,UFPT,UFP Technologies Inc. Common Stock,Health Care,Medical/Dental Instruments,EQUITY
3998,UG,United-Guardian Inc. Common Stock,Consumer Discretionary,Package Goods/Cosmetics,EQUITY
3999,UGI,UGI Corporation Common Stock,Utilities,Natural Gas Distribution,EQUITY
4000,UGIC,UGI Corporation Corporate Units,Utilities,Natural Gas Distribution,EQUITY
4001,UGP,Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share),Energy,Oil Refining/Marketing,EQUITY
4002,UGRO,urban-gro Inc. Common Stock,Industrials,Industrial Machinery/Components,EQUITY
4003,UHAL,U-Haul Holding Company Common Stock,Consumer Discretionary,Rental/Leasing Companies,EQUITY
4004,UHS,Universal Health Services Inc. Common Stock,Health Care,Hospital/Nursing Management,EQUITY
4005,UHT,Universal Health Realty Income Trust Common Stock,Real Estate,Real Estate Investment Trusts,EQUITY
4006,UI,Ubiquiti Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment,EQUITY
4007,UIS,Unisys Corporation New Common Stock,Technology,EDP Services,EQUITY
4008,UK,Ucommune International Ltd Ordinary Shares,Consumer Discretionary,Business Services,EQUITY
4009,ULBI,Ultralife Corporation Common Stock,Technology,Electronic Components,EQUITY
4010,ULCC,Frontier Group Holdings Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services,EQUITY
4011,ULH,Universal Logistics Holdings Inc. Common Stock,Industrials,Trucking Freight/Courier Services,EQUITY
4012,UMBF,UMB Financial Corporation Common Stock,Finance,Commercial Banks,EQUITY
4013,UMH,UMH Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts,EQUITY
4014,UNAM,Unico American Corporation Common Stock,Finance,Property-Casualty Insurers,EQUITY
4015,UNB,Union Bankshares Inc. Common Stock,Finance,Major Banks,EQUITY
4016,UNCY,Unicycive Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
4017,UNF,Unifirst Corporation Common Stock,Consumer Discretionary,Business Services,EQUITY
4018,UNFI,United Natural Foods Inc. Common Stock,Consumer Discretionary,Food Distributors,EQUITY
4019,UNH,UnitedHealth Group Incorporated Common Stock (DE),Health Care,Medical Specialities,EQUITY
4020,UNIT,Uniti Group Inc. Common Stock,Real Estate,Real Estate Investment Trusts,EQUITY
4021,UNM,Unum Group Common Stock,Finance,Accident &Health Insurance,EQUITY
4022,UNMA,Unum Group 6.250% Junior Subordinated Notes due 2058,Finance,Accident &Health Insurance,EQUITY
4023,UNP,Union Pacific Corporation Common Stock,Industrials,Railroads,EQUITY
4024,UNTY,Unity Bancorp Inc. Common Stock,Finance,Major Banks,EQUITY
4025,UONE,Urban One Inc. Class A Common Stock,Consumer Discretionary,Broadcasting,EQUITY
4026,UONEK,Urban One Inc. Class D Common Stock,Consumer Discretionary,Broadcasting,EQUITY
4027,UPBD,Upbound Group Inc. Common Stock,Technology,EDP Services,EQUITY
4028,UPLD,Upland Software Inc. Common Stock,Technology,EDP Services,EQUITY
4029,UPS,United Parcel Service Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services,EQUITY
4030,UPST,Upstart Holdings Inc. Common stock,Finance,Finance: Consumer Services,EQUITY
4031,UPXI,Upexi Inc. Common Stock,Consumer Discretionary,EDP Services,EQUITY
4032,URBN,Urban Outfitters Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores,EQUITY
4033,URI,United Rentals Inc. Common Stock,Consumer Discretionary,Diversified Commercial Services,EQUITY
4034,USA,Liberty All-Star Equity Fund Common Stock,Finance,Finance Companies,EQUITY
4035,USAC,USA Compression Partners LP Common Units Representing Limited Partner Interests,Energy,Oilfield Services/Equipment,EQUITY
4036,USAP,Universal Stainless & Alloy Products Inc. Common Stock,Industrials,Steel/Iron Ore,EQUITY
4037,USAU,U.S. Gold Corp. Common Stock,Basic Materials,Precious Metals,EQUITY
4038,USB,U.S. Bancorp Common Stock,Finance,Major Banks,EQUITY
4039,USCB,USCB Financial Holdings Inc. Class A Common Stock,Finance,Major Banks,EQUITY
4040,USCT,TKB Critical Technologies 1 Class A Ordinary Shares,Finance,Blank Checks,EQUITY
4041,USDP,USD Partners LP Common Units representing limited partner interest,Industrials,Railroads,EQUITY
4042,USEG,U.S. Energy Corp. Common Stock (DE),Energy,Oil & Gas Production,EQUITY
4043,USFD,US Foods Holding Corp. Common Stock,Consumer Discretionary,Food Distributors,EQUITY
4044,USIO,Usio Inc. Common Stock,Technology,EDP Services,EQUITY
4045,USLM,United States Lime & Minerals Inc. Common Stock,Industrials,Other Metals and Minerals,EQUITY
4046,USM,United States Cellular Corporation Common Stock,Telecommunications,Telecommunications Equipment,EQUITY
4047,USPH,U.S. Physical Therapy Inc. Common Stock,Health Care,Medical Specialities,EQUITY
4048,UTF,Cohen & Steers Infrastructure Fund Inc Common Stock,Finance,Finance Companies,EQUITY
4049,UTG,Reaves Utility Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers,EQUITY
4050,UTHR,United Therapeutics Corporation Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
4051,UTL,UNITIL Corporation Common Stock,Utilities,Power Generation,EQUITY
4052,UTMD,Utah Medical Products Inc. Common Stock,Health Care,Medical/Dental Instruments,EQUITY
4053,UTRS,Minerva Surgical Inc. Common Stock,Technology,Computer Software: Prepackaged Software,EQUITY
4054,UTZ,Utz Brands Inc Class A Common Stock ,Consumer Staples,Specialty Foods,EQUITY
4055,UUU,Universal Security Instruments Inc. Common Stock,Technology,Security Systems Services,EQUITY
4056,UVE,UNIVERSAL INSURANCE HOLDINGS INC Common Stock,Finance,Property-Casualty Insurers,EQUITY
4057,UVSP,Univest Financial Corporation Common Stock,Finance,Major Banks,EQUITY
4058,UVV,Universal Corporation Common Stock,Consumer Staples,Tobacco,EQUITY
4059,UWMC,UWM Holdings Corporation Class A Common Stock,Finance,Finance: Consumer Services,EQUITY
4060,UZD,United States Cellular Corporation 6.250% Senior Notes due 2069,Telecommunications,Telecommunications Equipment,EQUITY
4061,UZE,United States Cellular Corporation 5.500% Senior Notes due 2070,Telecommunications,Telecommunications Equipment,EQUITY
4062,UZF,United States Cellular Corporation 5.500% Senior Notes due 2070,Telecommunications,Telecommunications Equipment,EQUITY
4063,V,Visa Inc.,Consumer Discretionary,Business Services,EQUITY
4064,VABK,Virginia National Bankshares Corporation Common Stock,Finance,Major Banks,EQUITY
4065,VAC,Marriott Vacations Worldwide Corporation Common Stock,Consumer Discretionary,Hotels/Resorts,EQUITY
4066,VALE,VALE S.A.  American Depositary Shares Each Representing one common share,Basic Materials,Metal Mining,EQUITY
4067,VALU,Value Line Inc. Common Stock,Finance,Advertising,EQUITY
4068,VANI,Vivani Medical Inc. Common Stock,Health Care,Medical Specialities,EQUITY
4069,VAPO,Vapotherm Inc. Common Stock,Health Care,Medical/Dental Instruments,EQUITY
4070,VATE,INNOVATE Corp. Common Stock,Consumer Discretionary,Military/Government/Technical,EQUITY
4071,VAXX,Vaxxinity Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
4072,VBF,Invesco Bond Fund Common Stock,Finance,Trusts Except Educational Religious and Charitable,EQUITY
4073,VBFC,Village Bank and Trust Financial Corp. Common Stock,Finance,Major Banks,EQUITY
4074,VBIV,VBI Vaccines Inc. New Common Stock (Canada),Health Care,Pharmaceuticals and Biotechnology,EQUITY
4075,VBTX,Veritex Holdings Inc. Common Stock,Finance,Major Banks,EQUITY
4076,VC,Visteon Corporation Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,EQUITY
4077,VCEL,Vericel Corporation Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),EQUITY
4078,VCNX,Vaccinex Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
4079,VCSA,Vacasa Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,EQUITY
4080,VCTR,Victory Capital Holdings Inc. Class A Common Stock,Finance,Investment Managers,EQUITY
4081,VCV,Invesco California Value Municipal Income Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable,EQUITY
4082,VCYT,Veracyte Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
4083,VECO,Veeco Instruments Inc. Common Stock,Technology,Semiconductors,EQUITY
4084,VEEE,Twin Vee PowerCats Co. Common Stock,Consumer Discretionary,Other Specialty Stores,EQUITY
4085,VERA,Vera Therapeutics Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
4086,VERB,Verb Technology Company Inc. Common Stock,Technology,EDP Services,EQUITY
4087,VERI,Veritone Inc. Common Stock,Technology,EDP Services,EQUITY
4088,VERO,Venus Concept Inc. Common Stock,Health Care,Medical/Dental Instruments,EQUITY
4089,VERU,Veru Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
4090,VERV,Verve Therapeutics Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,EQUITY
4091,VERX,Vertex Inc. Class A Common Stock,Technology,EDP Services,EQUITY
4092,VERY,Vericity Inc. Common Stock,Finance,Life Insurance,EQUITY
4093,VEV,Vicinity Motor Corp. Common Stock,Industrials,Building Materials,EQUITY
4094,VFC,V.F. Corporation Common Stock,Consumer Discretionary,Apparel,EQUITY
4095,VFL,Delaware Investments National Municipal Income Fund Common Stock,Finance,Finance/Investors Services,EQUITY
4096,VGAS,Verde Clean Fuels Inc. Class A Common Stock,Utilities,Power Generation,EQUITY
4097,VGI,Virtus Global Multi-Sector Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers,EQUITY
4098,VGM,Invesco Trust for Investment Grade Municipals Common Stock (DE),Finance,Trusts Except Educational Religious and Charitable,EQUITY
4099,VGR,Vector Group Ltd. Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,EQUITY
4100,VHC,VirnetX Holding Corp Common Stock,Miscellaneous,Multi-Sector Companies,EQUITY
4101,VHI,Valhi Inc. Common Stock,Industrials,Multi-Sector Companies,EQUITY
4102,VIA,Via Renewables Inc. Class A Common Stock,Utilities,Power Generation,EQUITY
4103,VIASP,Via Renewables Inc. 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock,Utilities,Power Generation,EQUITY
4104,VIAV,Viavi Solutions Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment,EQUITY
4105,VICR,Vicor Corporation Common Stock,Technology,Industrial Machinery/Components,EQUITY
4106,VIGL,Vigil Neuroscience Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
4107,VINC,Vincerx Pharma Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),EQUITY
4108,VINO,Gaucho Group Holdings Inc. Common Stock,Finance,Real Estate,EQUITY
4109,VINP,Vinci Partners Investments Ltd. Class A Common Shares,Finance,Investment Managers,EQUITY
4110,VIR,Vir Biotechnology Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
4111,VIRC,Virco Manufacturing Corporation Common Stock,Consumer Discretionary,Industrial Specialties,EQUITY
4112,VIRI,Virios Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
4113,VIRT,Virtu Financial Inc. Class A Common Stock,Finance,Investment Bankers/Brokers/Service,EQUITY
4114,VIRX,Viracta Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
4115,VISL,Vislink Technologies Inc. Common Stock,Telecommunications,Telecommunications Equipment,EQUITY
4116,VITL,Vital Farms Inc. Common Stock,Consumer Staples,Farming/Seeds/Milling,EQUITY
4117,VIV,Telefonica Brasil S.A. American Depositary Shares (Each representing One Common Share),Telecommunications,Telecommunications Equipment,EQUITY
4118,VIVK,Vivakor Inc. Common Stock,Energy,Oilfield Services/Equipment,EQUITY
4119,VKI,Invesco Advantage Municipal Income Trust II Common Shares of Beneficial Interest (DE),Finance,Finance Companies,EQUITY
4120,VKQ,Invesco Municipal Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable,EQUITY
4121,VKTX,Viking Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
4122,VLGEA,Village Super Market Inc. Class A Common Stock,Consumer Staples,Food Chains,EQUITY
4123,VLO,Valero Energy Corporation Common Stock,Energy,Integrated oil Companies,EQUITY
4124,VLT,Invesco High Income Trust II,Finance,Trusts Except Educational Religious and Charitable,EQUITY
4125,VLY,Valley National Bancorp Common Stock,Finance,Major Banks,EQUITY
4126,VLYPO,Valley National Bancorp 5.50% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series B,Finance,Major Banks,EQUITY
