Date,NASDAQ,Dow_Jones,S&P_500
2024-06-28,17815.13,39014.09,5470.41
2024-06-27,17857.88,39164.06,5482.87
2024-06-26,17802.66,39127.8,5477.9
2024-06-25,17720.05,39112.16,5469.3
2024-06-24,17500.6,39411.21,5447.87
2024-06-21,17693.38,39150.33,5464.62
2024-06-20,17717.9,39134.76,5473.17
2024-06-18,17862.23,38834.86,5487.03
2024-06-17,17857.02,38778.1,5473.23
2024-06-14,17688.88,38589.16,5431.6
2024-06-13,17667.56,38647.1,5433.74
2024-06-12,17608.44,38712.21,5421.03
2024-06-11,17343.55,38747.42,5375.32
2024-06-10,17192.53,38868.04,5360.79
2024-06-07,17133.13,38798.99,5346.99
2024-06-06,17173.12,38886.17,5352.96
2024-06-05,17187.9,38807.33,5354.03
2024-06-04,16857.05,38711.29,5291.34
2024-06-03,16828.67,38571.03,5283.4
2024-05-31,16735.02,38686.32,5277.51
2024-05-30,16737.08,38111.48,5235.48
2024-05-29,16920.58,38441.54,5266.95
2024-05-28,17019.88,38852.86,5306.04
2024-05-24,16920.79,39069.59,5304.72
2024-05-23,16736.03,39065.26,5267.84
2024-05-22,16801.54,39671.04,5307.01
2024-05-21,16832.62,39872.99,5321.41
2024-05-20,16794.87,39806.77,5308.13
2024-05-17,16685.97,40003.59,5303.27
2024-05-16,16698.32,39869.38,5297.1
2024-05-15,16742.39,39908.0,5308.15
2024-05-14,16511.18,39558.11,5246.68
2024-05-13,16388.24,39431.51,5221.42
2024-05-10,16340.87,39512.84,5222.68
2024-05-09,16346.26,39387.76,5214.08
2024-05-08,16302.76,39056.39,5187.67
2024-05-07,16332.55,38884.26,5187.7
2024-05-06,16349.25,38852.27,5180.74
2024-05-03,16156.33,38675.68,5127.79
2024-05-02,15840.96,38225.86,5064.2
2024-05-01,15605.48,37902.57,5018.39
2024-04-30,15657.82,37815.85,5035.69
2024-04-29,15983.08,38386.09,5116.17
2024-04-26,15927.9,38239.66,5099.96
2024-04-25,15611.76,38085.8,5048.42
2024-04-24,15712.75,38460.92,5071.63
2024-04-23,15696.64,38503.69,5070.55
2024-04-22,15451.3,38240.57,5010.6
2024-04-19,15282.01,37986.53,4967.23
2024-04-18,15601.5,37778.21,5011.12
2024-04-17,15683.37,37753.37,5022.21
2024-04-16,15865.25,37798.77,5051.41
2024-04-15,15885.02,37735.24,5061.82
2024-04-12,16175.09,37983.24,5123.41
2024-04-11,16442.2,38459.08,5199.06
2024-04-10,16170.36,38461.51,5160.64
2024-04-09,16306.64,38883.94,5209.91
2024-04-08,16253.96,38892.8,5202.39
2024-04-05,16248.52,38904.1,5204.34
2024-04-04,16049.08,38597.3,5147.21
2024-04-03,16277.46,39127.01,5211.49
2024-04-02,16240.45,39171.22,5205.81
2024-04-01,16396.83,39566.85,5243.77
2024-03-28,16379.46,39807.18,5254.35
2024-03-27,16399.52,39760.41,5248.49
2024-03-26,16315.7,39282.59,5203.58
2024-03-25,16384.47,39313.77,5218.19
2024-03-22,16428.82,39475.64,5234.18
2024-03-21,16401.84,39781.5,5241.53
2024-03-20,16369.41,39512.13,5224.62
2024-03-19,16166.79,39110.21,5178.51
2024-03-18,16103.45,38790.43,5149.42
2024-03-15,15973.17,38714.77,5117.09
2024-03-14,16128.53,38905.92,5150.48
2024-03-13,16177.77,39043.39,5165.31
2024-03-12,16265.64,39005.4,5175.27
2024-03-11,16019.27,38769.73,5117.94
2024-03-08,16085.11,38723.15,5123.69
2024-03-07,16273.38,38791.35,5157.36
2024-03-06,16031.54,38661.12,5104.76
2024-03-05,15939.59,38585.19,5078.65
2024-03-04,16207.51,38989.83,5130.95
2024-03-01,16274.94,39087.38,5137.08
2024-02-29,16091.92,38995.93,5096.27
2024-02-28,15947.74,38949.29,5069.76
2024-02-27,16035.3,38972.74,5078.18
2024-02-26,15976.25,39069.3,5069.53
2024-02-23,15996.82,39131.53,5088.8
2024-02-22,16041.62,39068.98,5087.03
2024-02-21,15580.87,38612.18,4981.8
2024-02-20,15630.78,38564.03,4975.51
2024-02-16,15775.65,38627.99,5005.57
2024-02-15,15906.17,38773.12,5029.73
2024-02-14,15859.15,38423.68,5000.62
2024-02-13,15655.6,38272.49,4953.17
2024-02-12,15942.54,38797.9,5021.84
2024-02-09,15990.66,38671.3,5026.61
2024-02-08,15793.71,38726.13,4997.91
2024-02-07,15756.64,38677.36,4995.06
2024-02-06,15609.0,38520.96,4954.23
2024-02-05,15597.68,38379.59,4942.81
2024-02-02,15628.95,38654.62,4958.61
2024-02-01,15361.64,38519.77,4906.19
2024-01-31,15164.01,38150.3,4845.65
2024-01-30,15509.9,38467.38,4924.97
2024-01-29,15628.04,38333.26,4927.93
2024-01-26,15455.36,38109.43,4890.97
2024-01-25,15510.5,38049.13,4894.16
2024-01-24,15481.92,37806.52,4868.55
2024-01-23,15425.94,37905.51,4864.6
2024-01-22,15360.29,38001.81,4850.43
2024-01-19,15310.97,37863.6,4839.81
2024-01-18,15055.65,37468.68,4780.94
2024-01-17,14855.62,37266.67,4739.21
2024-01-16,14944.35,37360.99,4765.98
2024-01-12,14972.76,37593.24,4783.83
2024-01-11,14970.18,37711.15,4780.24
2024-01-10,14969.65,37695.67,4783.45
2024-01-09,14857.71,37525.1,4756.5
2024-01-08,14843.77,37683.01,4763.54
2024-01-05,14524.07,37466.11,4697.24
2024-01-04,14510.3,37440.34,4688.68
2024-01-03,14592.21,37430.19,4704.81
2024-01-02,14765.94,37715.04,4742.83
2023-12-29,15011.35,37689.54,4769.83
2023-12-28,15095.14,37710.63,4783.35
2023-12-27,15099.18,37656.52,4781.58
2023-12-26,15074.57,37545.33,4774.75
2023-12-22,14992.97,37385.97,4754.63
2023-12-21,14963.87,37404.35,4746.75
2023-12-20,14777.94,37082.39,4698.35
2023-12-19,15003.22,37557.98,4768.37
2023-12-18,14905.19,37305.95,4740.56
2023-12-15,14813.92,37309.22,4719.19
2023-12-14,14761.56,37248.28,4719.55
2023-12-13,14733.96,37090.83,4707.09
2023-12-12,14533.4,36577.94,4643.7
2023-12-11,14432.49,36404.8,4622.44
2023-12-08,14403.97,36247.74,4604.37
2023-12-07,14339.99,36117.57,4585.59
2023-12-06,14146.71,36054.43,4549.34
2023-12-05,14229.91,36124.56,4567.18
2023-12-04,14185.49,36204.44,4569.78
2023-12-01,14305.03,36245.5,4594.63
2023-11-30,14226.22,35950.96,4567.8
2023-11-29,14258.49,35430.55,4550.58
2023-11-28,14281.76,35416.91,4554.89
2023-11-27,14241.02,35333.4,4550.43
2023-11-24,14250.86,35390.57,4559.34
2023-11-22,14265.86,35272.77,4556.62
2023-11-21,14199.98,35088.29,4538.19
2023-11-20,14284.53,35150.97,4547.38
2023-11-17,14125.48,34947.28,4514.02
2023-11-16,14113.67,34945.6,4508.24
2023-11-15,14103.84,34991.21,4502.88
2023-11-14,14094.38,34827.7,4495.7
2023-11-13,13767.74,34337.67,4411.55
2023-11-10,13798.11,34283.1,4415.24
2023-11-09,13521.45,33891.68,4347.35
2023-11-08,13650.41,34112.8,4382.78
2023-11-07,13639.86,34152.8,4378.38
2023-11-06,13518.78,34095.86,4365.98
2023-11-03,13478.28,34061.32,4358.34
2023-11-02,13294.19,33839.11,4317.78
2023-11-01,13061.47,33274.58,4237.86
2023-10-31,12851.24,33052.74,4193.8
2023-10-30,12789.48,32928.83,4166.82
2023-10-27,12643.01,32418.05,4117.37
2023-10-26,12595.61,32784.3,4137.23
2023-10-25,12821.22,33035.93,4186.77
2023-10-24,13139.88,33141.32,4247.68
2023-10-23,13018.33,32936.34,4217.04
2023-10-20,12983.81,33127.21,4224.16
2023-10-19,13186.17,33413.45,4278.0
2023-10-18,13314.3,33665.35,4314.6
2023-10-17,13533.75,33997.98,4373.2
2023-10-16,13567.98,33984.21,4373.63
2023-10-13,13407.23,33670.36,4327.78
2023-10-12,13574.22,33631.14,4349.61
2023-10-11,13659.68,33804.81,4376.95
2023-10-10,13562.84,33739.3,4358.24
2023-10-09,13484.24,33604.65,4335.66
2023-10-06,13431.34,33407.58,4308.5
2023-10-05,13219.83,33119.57,4258.19
2023-10-04,13236.01,33129.29,4263.75
2023-10-03,13059.47,33003.04,4229.45
2023-10-02,13307.77,33433.35,4288.39
2023-09-29,13219.32,33507.76,4288.05
2023-09-28,13201.28,33666.14,4299.7
2023-09-27,13092.85,33550.67,4274.51
2023-09-26,13063.61,33618.69,4273.53
2023-09-25,13271.32,34007.15,4337.44
2023-09-22,13211.81,33964.44,4320.06
2023-09-21,13223.99,34070.35,4330.0
2023-09-20,13469.13,34440.88,4402.2
2023-09-19,13678.19,34518.26,4443.95
2023-09-18,13710.24,34624.27,4453.53
2023-09-15,13708.33,34618.77,4450.32
2023-09-14,13926.05,34907.51,4505.1
2023-09-13,13813.58,34575.7,4467.44
2023-09-12,13773.62,34647.44,4461.9
2023-09-11,13917.89,34664.77,4487.46
2023-09-08,13761.53,34577.28,4457.49
2023-09-07,13748.83,34500.99,4451.14
2023-09-06,13872.47,34444.38,4465.48
2023-09-05,14020.95,34642.1,4496.83
2023-09-01,14031.82,34838.01,4515.77
2023-08-31,14034.97,34721.16,4507.66
2023-08-30,14019.31,34890.77,4514.87
2023-08-29,13943.76,34852.87,4497.63
2023-08-28,13705.13,34560.04,4433.31
2023-08-25,13590.65,34346.96,4405.71
2023-08-24,13463.97,34099.91,4376.31
2023-08-23,13721.03,34474.17,4436.01
2023-08-22,13505.87,34289.03,4387.55
2023-08-21,13497.59,34464.41,4399.77
2023-08-18,13290.78,34501.88,4369.71
2023-08-17,13316.93,34473.9,4370.36
2023-08-16,13474.63,34765.64,4404.33
2023-08-15,13631.05,34946.86,4437.86
2023-08-14,13788.33,35307.63,4489.72
2023-08-11,13644.85,35281.4,4464.05
2023-08-10,13721.03,35176.15,4468.83
2023-08-09,13705.08,35123.36,4467.71
2023-08-08,13867.19,35314.49,4499.38
2023-08-07,13977.13,35473.13,4518.44
2023-08-04,13892.07,35065.62,4478.03
2023-08-03,13959.71,35215.89,4501.89
2023-08-02,13973.45,35282.52,4513.39
2023-08-01,14283.91,35630.68,4576.73
2023-07-31,14346.02,35559.53,4588.96
2023-07-28,14316.66,35459.29,4582.23
2023-07-27,14050.11,35282.72,4537.41
2023-07-26,14127.28,35520.12,4566.75
2023-07-25,14144.55,35438.07,4567.46
2023-07-24,14058.87,35411.24,4554.64
2023-07-21,14032.8,35227.69,4536.34
2023-07-20,14063.31,35225.18,4534.87
2023-07-19,14358.02,35061.21,4565.72
2023-07-18,14353.64,34951.93,4554.98
2023-07-17,14244.95,34585.35,4522.79
2023-07-14,14113.7,34509.03,4505.42
2023-07-13,14138.57,34395.14,4510.04
2023-07-12,13918.96,34347.43,4472.16
2023-07-11,13760.7,34261.42,4439.26
2023-07-10,13685.48,33944.4,4409.53
2023-07-07,13660.72,33734.88,4398.95
2023-07-06,13679.04,33922.26,4411.59
2023-07-05,13791.65,34288.64,4446.82
2023-07-03,13816.77,34418.47,4455.59
2023-06-30,13787.92,34407.6,4450.38
2023-06-29,13591.33,34122.42,4396.44
2023-06-28,13591.75,33852.66,4376.86
2023-06-27,13555.67,33926.74,4378.41
2023-06-26,13335.78,33714.71,4328.82
2023-06-23,13492.52,33727.43,4348.33
2023-06-22,13630.61,33946.71,4381.89
2023-06-21,13502.2,33951.52,4365.69
2023-06-20,13667.29,34053.87,4388.71
2023-06-16,13689.57,34299.12,4409.59
2023-06-15,13782.82,34408.06,4425.84
2023-06-14,13626.48,33979.33,4372.59
2023-06-13,13573.32,34212.12,4369.01
2023-06-12,13461.92,34066.33,4338.93
2023-06-09,13259.14,33876.78,4298.86
2023-06-08,13238.52,33833.61,4293.93
2023-06-07,13104.89,33665.02,4267.52
2023-06-06,13276.42,33573.28,4283.85
2023-06-05,13229.43,33562.86,4273.79
2023-06-02,13240.77,33762.76,4282.37
2023-06-01,13100.98,33061.57,4221.02
2023-05-31,12935.29,32908.27,4179.83
2023-05-30,13017.43,33042.78,4205.52
2023-05-26,12975.69,33093.34,4205.45
2023-05-25,12698.09,32764.65,4151.28
2023-05-24,12484.16,32799.92,4115.24
2023-05-23,12560.25,33055.51,4145.58
2023-05-22,12720.78,33286.58,4192.63
2023-05-19,12657.9,33426.63,4191.98
2023-05-18,12688.84,33535.91,4198.05
2023-05-17,12500.57,33420.77,4158.77
2023-05-16,12343.05,33012.14,4109.9
2023-05-15,12365.21,33348.6,4136.28
2023-05-12,12284.74,33300.62,4124.08
2023-05-11,12328.51,33309.51,4130.62
2023-05-10,12306.44,33531.33,4137.64
2023-05-09,12179.55,33561.81,4119.17
2023-05-08,12256.92,33618.69,4138.12
2023-05-05,12235.41,33674.38,4136.25
2023-05-04,11966.4,33127.74,4061.22
2023-05-03,12025.33,33414.24,4090.75
2023-05-02,12080.51,33684.53,4119.58
2023-05-01,12212.6,34051.7,4167.87
2023-04-28,12226.58,34098.16,4169.48
2023-04-27,12142.24,33826.16,4135.35
2023-04-26,11854.35,33301.87,4055.99
2023-04-25,11799.16,33530.83,4071.63
2023-04-24,12037.2,33875.4,4137.04
2023-04-21,12072.46,33808.96,4133.52
2023-04-20,12059.56,33786.62,4129.79
2023-04-19,12157.23,33897.01,4154.52
2023-04-18,12153.41,33976.63,4154.87
2023-04-17,12157.72,33987.18,4151.32
2023-04-14,12123.46,33886.47,4137.64
2023-04-13,12166.27,34029.69,4146.22
2023-04-12,11929.34,33646.5,4091.95
2023-04-11,12031.88,33684.79,4108.94
2023-04-10,12084.36,33586.52,4109.11
2023-04-06,12087.96,33485.29,4105.02
2023-04-05,11996.86,33482.72,4090.38
2023-04-04,12126.33,33402.38,4100.6
2023-04-03,12189.45,33601.15,4124.51
2023-03-31,12221.91,33274.15,4109.31
2023-03-30,12013.47,32859.03,4050.83
2023-03-29,11926.24,32717.6,4027.81
2023-03-28,11716.08,32394.25,3971.27
2023-03-27,11768.84,32432.08,3977.53
2023-03-24,11823.96,32237.53,3970.99
2023-03-23,11787.4,32105.25,3948.72
2023-03-22,11669.96,32030.11,3936.97
2023-03-21,11860.11,32560.6,4002.87
2023-03-20,11675.54,32244.58,3951.57
2023-03-17,11630.51,31861.98,3916.64
2023-03-16,11717.28,32246.55,3960.28
2023-03-15,11434.05,31874.57,3891.93
2023-03-14,11428.15,32155.4,3919.29
2023-03-13,11188.84,31819.14,3855.76
2023-03-10,11138.89,31909.64,3861.59
2023-03-09,11338.36,32254.86,3918.32
2023-03-08,11576.0,32798.4,3992.01
2023-03-07,11530.33,32856.46,3986.37
2023-03-06,11675.74,33431.44,4048.42
2023-03-03,11689.01,33390.97,4045.64
2023-03-02,11462.98,33003.57,3981.35
2023-03-01,11379.48,32661.84,3951.39
2023-02-28,11455.54,32656.7,3970.15
2023-02-27,11466.98,32889.09,3982.24
2023-02-24,11394.94,32816.92,3970.04
2023-02-23,11590.4,33153.91,4012.32
2023-02-22,11507.07,33045.09,3991.05
2023-02-21,11492.3,33129.59,3997.34
2023-02-17,11787.27,33826.69,4079.09
2023-02-16,11855.83,33696.85,4090.41
2023-02-15,12070.59,34128.05,4147.6
2023-02-14,11960.14,34089.27,4136.13
2023-02-13,11891.79,34245.93,4137.29
2023-02-10,11718.12,33869.27,4090.46
2023-02-09,11789.58,33699.88,4081.5
2023-02-08,11910.52,33949.01,4117.86
2023-02-07,12113.79,34156.69,4164.0
2023-02-06,11887.45,33891.02,4111.08
2023-02-03,12006.96,33926.01,4136.48
2023-02-02,12200.82,34053.94,4179.76
2023-02-01,11816.32,34092.96,4119.21
2023-01-31,11584.55,34086.04,4076.6
2023-01-30,11393.81,33717.09,4017.77
2023-01-27,11621.71,33978.08,4070.56
2023-01-26,11512.41,33949.41,4060.43
2023-01-25,11313.36,33743.84,4016.22
2023-01-24,11334.27,33733.96,4016.95
2023-01-23,11364.41,33629.56,4019.81
2023-01-20,11140.43,33375.49,3972.61
2023-01-19,10852.27,33044.56,3898.85
2023-01-18,10957.01,33296.96,3928.86
2023-01-17,11095.11,33910.85,3990.97
2023-01-13,11079.16,34302.61,3999.09
2023-01-12,11001.11,34189.97,3983.17
2023-01-11,10931.67,33973.01,3969.61
2023-01-10,10742.63,33704.1,3919.25
2023-01-09,10635.65,33517.65,3892.09
2023-01-06,10569.29,33630.61,3895.08
2023-01-05,10305.24,32930.08,3808.1
2023-01-04,10458.76,33269.77,3852.97
2023-01-03,10386.99,33136.37,3824.14
2022-12-30,10466.48,33147.25,3839.5
2022-12-29,10478.09,33220.8,3849.28
2022-12-28,10213.29,32875.71,3783.22
2022-12-27,10353.23,33241.56,3829.25
2022-12-23,10497.86,33203.93,3844.82
2022-12-22,10476.12,33027.49,3822.39
2022-12-21,10709.37,33376.48,3878.44
2022-12-20,10547.11,32849.74,3821.62
2022-12-19,10546.03,32757.54,3817.66
2022-12-16,10705.41,32920.46,3852.36
2022-12-15,10810.53,33202.22,3895.75
2022-12-14,11170.89,33966.35,3995.32
2022-12-13,11256.81,34108.64,4019.65
2022-12-12,11143.74,34005.04,3990.56
2022-12-09,11004.62,33476.46,3934.38
2022-12-08,11082.0,33781.48,3963.51
2022-12-07,10958.55,33597.92,3933.92
2022-12-06,11014.89,33596.34,3941.26
2022-12-05,11239.94,33947.1,3998.84
2022-12-02,11461.5,34429.88,4071.7
2022-12-01,11482.45,34395.01,4076.57
2022-11-30,11468.0,34589.77,4080.11
2022-11-29,10983.78,33852.53,3957.63
2022-11-28,11049.5,33849.46,3963.94
2022-11-25,11226.36,34347.03,4026.12
2022-11-23,11285.32,34194.06,4027.26
2022-11-22,11174.41,34098.1,4003.58
2022-11-21,11024.51,33700.28,3949.94
2022-11-18,11146.06,33745.69,3965.34
2022-11-17,11144.96,33546.32,3946.56
2022-11-16,11183.66,33553.83,3958.79
2022-11-15,11358.41,33592.92,3991.73
2022-11-14,11196.22,33536.7,3957.25
2022-11-11,11323.33,33747.86,3992.93
2022-11-10,11114.15,33715.37,3956.37
2022-11-09,10353.17,32513.94,3748.57
2022-11-08,10616.2,33160.83,3828.11
2022-11-07,10564.52,32827.0,3806.8
2022-11-04,10475.25,32403.22,3770.55
2022-11-03,10342.94,32001.25,3719.89
2022-11-02,10524.8,32147.76,3759.69
2022-11-01,10890.84,32653.2,3856.1
2022-10-31,10988.15,32732.95,3871.98
2022-10-28,11102.45,32861.8,3901.06
2022-10-27,10792.67,32033.28,3807.3
2022-10-26,10970.99,31839.11,3830.6
2022-10-25,11199.12,31836.74,3859.11
2022-10-24,10952.61,31499.62,3797.34
2022-10-21,10859.72,31082.56,3752.75
2022-10-20,10614.84,30333.59,3665.78
2022-10-19,10680.51,30423.81,3695.16
2022-10-18,10772.4,30523.8,3719.98
2022-10-17,10675.8,30185.82,3677.95
2022-10-14,10321.39,29634.83,3583.07
2022-10-13,10649.15,30038.72,3669.91
2022-10-12,10417.1,29210.85,3577.03
2022-10-11,10426.19,29239.19,3588.84
2022-10-10,10542.1,29202.88,3612.39
2022-10-07,10652.41,29296.79,3639.66
2022-10-06,11073.31,29926.94,3744.52
2022-10-05,11148.64,30273.87,3783.28
2022-10-04,11176.41,30316.32,3790.93
2022-10-03,10815.43,29490.89,3678.43
2022-09-30,10575.62,28725.51,3585.62
2022-09-29,10737.51,29225.61,3640.47
2022-09-28,11051.64,29683.74,3719.04
2022-09-27,10829.5,29134.99,3647.29
2022-09-26,10802.92,29260.81,3655.04
2022-09-23,10867.93,29590.41,3693.23
2022-09-22,11066.8,30076.68,3757.99
2022-09-21,11220.19,30183.78,3789.93
2022-09-20,11425.05,30706.23,3855.93
2022-09-19,11535.02,31019.68,3899.89
2022-09-16,11448.4,30822.42,3873.33
2022-09-15,11552.36,30961.82,3901.35
2022-09-14,11719.68,31135.09,3946.01
2022-09-13,11633.57,31104.97,3932.69
2022-09-12,12266.41,32381.34,4110.41
2022-09-09,12112.31,32151.71,4067.36
2022-09-08,11862.13,31774.52,4006.18
2022-09-07,11791.9,31581.28,3979.87
2022-09-06,11544.91,31145.3,3908.19
2022-09-02,11630.86,31318.44,3924.26
2022-09-01,11785.13,31656.42,3966.85
2022-08-31,11816.2,31510.43,3955.0
2022-08-30,11883.14,31790.87,3986.16
2022-08-29,12017.67,32098.99,4030.61
2022-08-26,12141.71,32283.4,4057.66
2022-08-25,12639.26,33291.78,4199.12
2022-08-24,12431.53,32969.23,4140.77
2022-08-23,12381.3,32909.59,4128.73
2022-08-22,12381.57,33063.61,4137.99
2022-08-19,12705.21,33706.74,4228.48
2022-08-18,12965.34,33999.04,4283.74
2022-08-17,12938.12,33980.32,4274.04
2022-08-16,13102.55,34152.01,4305.2
2022-08-15,13128.05,33912.44,4297.14
2022-08-12,13047.19,33761.05,4280.15
2022-08-11,12779.91,33336.67,4207.27
2022-08-10,12854.8,33309.51,4210.24
2022-08-09,12493.93,32774.41,4122.47
2022-08-08,12644.46,32832.54,4140.06
2022-08-05,12657.55,32803.47,4145.19
2022-08-04,12720.58,32726.82,4151.94
2022-08-03,12668.16,32812.5,4155.17
2022-08-02,12348.76,32396.17,4091.19
2022-08-01,12368.98,32798.4,4118.63
2022-07-29,12390.69,32845.13,4130.29
2022-07-28,12162.59,32529.63,4072.43
2022-07-27,12032.42,32197.59,4023.61
2022-07-26,11562.58,31761.54,3921.05
2022-07-25,11782.67,31990.04,3966.84
2022-07-22,11834.11,31899.29,3961.63
2022-07-21,12059.61,32036.9,3998.95
2022-07-20,11897.65,31874.84,3959.9
2022-07-19,11713.15,31827.05,3936.69
2022-07-18,11360.05,31072.61,3830.85
2022-07-15,11452.42,31288.26,3863.16
2022-07-14,11251.18,30630.17,3790.38
2022-07-13,11247.58,30772.79,3801.78
2022-07-12,11264.73,30981.33,3818.8
2022-07-11,11372.6,31173.84,3854.43
2022-07-08,11635.31,31338.15,3899.38
2022-07-07,11621.35,31384.55,3902.62
2022-07-06,11361.85,31037.68,3845.08
2022-07-05,11322.24,30967.82,3831.39
2022-07-01,11127.84,31097.26,3825.33
2022-06-30,11028.74,30775.43,3785.38
2022-06-29,11177.89,31029.31,3818.83
2022-06-28,11181.54,30946.99,3821.55
2022-06-27,11524.55,31438.26,3900.11
2022-06-24,11607.62,31500.68,3911.74
2022-06-23,11232.19,30677.36,3795.73
2022-06-22,11053.08,30483.13,3759.89
2022-06-21,11069.3,30530.25,3764.79
2022-06-17,10798.35,29888.78,3674.84
2022-06-16,10646.1,29927.07,3666.77
2022-06-15,11099.16,30668.53,3789.99
2022-06-14,10828.34,30364.83,3735.48
2022-06-13,10809.22,30516.74,3749.63
2022-06-10,11340.02,31392.79,3900.86
2022-06-09,11754.23,32272.79,4017.82
2022-06-08,12086.27,32910.9,4115.77
2022-06-07,12175.23,33180.14,4160.68
2022-06-06,12061.37,32915.78,4121.43
2022-06-03,12012.73,32899.7,4108.54
2022-06-02,12316.9,33248.28,4176.82
2022-06-01,11994.46,32813.23,4101.23
2022-05-31,12081.39,32990.12,4132.15
2022-05-27,12131.13,33212.96,4158.24
2022-05-26,11740.65,32637.19,4057.84
2022-05-25,11434.74,32120.28,3978.73
2022-05-24,11264.45,31928.62,3941.48
2022-05-23,11535.28,31880.24,3973.75
2022-05-20,11354.62,31261.9,3901.36
2022-05-19,11388.5,31253.13,3900.79
2022-05-18,11418.15,31490.07,3923.68
2022-05-17,11984.52,32654.59,4088.85
2022-05-16,11662.79,32223.42,4008.01
2022-05-13,11805.0,32196.66,4023.89
2022-05-12,11370.96,31730.3,3930.08
2022-05-11,11364.24,31834.11,3935.18
2022-05-10,11737.67,32160.74,4001.05
2022-05-09,11623.25,32245.7,3991.24
2022-05-06,12144.66,32899.37,4123.34
2022-05-05,12317.69,32997.97,4146.87
2022-05-04,12964.86,34061.06,4300.17
2022-05-03,12563.76,33128.79,4175.48
2022-05-02,12536.02,33061.5,4155.38
2022-04-29,12334.64,32977.21,4131.93
2022-04-28,12871.53,33916.39,4287.5
2022-04-27,12488.93,33301.93,4183.96
2022-04-26,12490.74,33240.18,4175.2
2022-04-25,13004.85,34049.46,4296.12
2022-04-22,12839.29,33811.4,4271.78
2022-04-21,13174.65,34792.76,4393.66
2022-04-20,13453.07,35160.79,4459.45
2022-04-19,13619.66,34911.2,4462.21
2022-04-18,13332.36,34411.69,4391.69
2022-04-14,13351.08,34451.23,4392.59
2022-04-13,13643.59,34564.59,4446.59
2022-04-12,13371.57,34220.36,4397.45
2022-04-11,13411.96,34308.08,4412.53
2022-04-08,13711.0,34721.12,4488.28
2022-04-07,13897.3,34583.57,4500.21
2022-04-06,13888.82,34496.51,4481.15
2022-04-05,14204.17,34641.18,4525.12
2022-04-04,14532.55,34921.88,4582.64
2022-04-01,14261.5,34818.27,4545.86
2022-03-31,14220.52,34678.35,4530.41
2022-03-30,14442.28,35228.81,4602.45
2022-03-29,14619.64,35294.19,4631.6
2022-03-28,14354.9,34955.89,4575.52
2022-03-25,14169.3,34861.24,4543.06
2022-03-24,14191.84,34707.94,4520.16
2022-03-23,13922.6,34358.5,4456.24
2022-03-22,14108.82,34807.46,4511.61
2022-03-21,13838.46,34552.99,4461.18
2022-03-18,13893.84,34754.93,4463.12
2022-03-17,13614.78,34480.76,4411.67
2022-03-16,13436.55,34063.1,4357.86
2022-03-15,12948.62,33544.34,4262.45
2022-03-14,12581.22,32945.24,4173.11
2022-03-11,12843.81,32944.19,4204.31
2022-03-10,13129.96,33174.07,4259.52
2022-03-09,13255.55,33286.25,4277.88
2022-03-08,12795.55,32632.64,4170.7
2022-03-07,12830.96,32817.38,4201.09
2022-03-04,13313.44,33614.8,4328.87
2022-03-03,13537.94,33794.66,4363.49
2022-03-02,13752.02,33891.35,4386.54
2022-03-01,13532.46,33294.95,4306.26
2022-02-28,13751.4,33892.6,4373.94
2022-02-25,13694.62,34058.75,4384.65
2022-02-24,13473.58,33223.83,4288.7
2022-02-23,13037.49,33131.76,4225.5
2022-02-22,13381.52,33596.61,4304.76
2022-02-18,13548.07,34079.18,4348.87
2022-02-17,13716.72,34312.03,4380.26
2022-02-16,14124.09,34934.27,4475.01
2022-02-15,14139.76,34988.84,4471.07
2022-02-14,13790.92,34566.17,4401.67
2022-02-11,13791.15,34738.06,4418.64
2022-02-10,14185.64,35241.59,4504.1
2022-02-09,14490.37,35768.06,4587.2
2022-02-08,14194.46,35462.78,4521.5
2022-02-07,14015.67,35091.13,4483.9
2022-02-04,14098.01,35089.74,4500.5
2022-02-03,13878.82,35111.16,4477.4
2022-02-02,14417.55,35629.33,4589.4
2022-02-01,14346.0,35405.24,4546.5
2022-01-31,14239.88,35131.86,4515.6
2022-01-28,13770.57,34725.47,4431.9
2022-01-27,13352.78,34160.78,4326.5
2022-01-26,13542.12,34168.09,4349.9
2022-01-25,13539.3,34297.73,4356.4
2022-01-24,13855.13,34364.5,4410.1
2022-01-21,13768.92,34265.37,4397.9
2022-01-20,14154.02,34715.39,4482.7
2022-01-19,14340.25,35028.65,4532.8
2022-01-18,14506.9,35368.47,4577.1
2022-01-14,14893.75,35911.81,4662.9
2022-01-13,14806.81,36113.62,4659.0
2022-01-12,15188.39,36290.32,4726.4
2022-01-11,15153.45,36252.02,4713.1
2022-01-10,14942.83,36068.87,4670.3
2022-01-07,14935.9,36231.66,4677.0
2022-01-06,15080.86,36236.47,4696.1
2022-01-05,15100.17,36407.11,4700.6
2022-01-04,15622.72,36799.65,4793.5
2022-01-03,15832.8,36585.06,4796.6
2021-12-31,15644.97,36338.3,4766.2
2021-12-30,15741.56,36398.08,4778.7
2021-12-29,15766.22,36488.63,4793.1
2021-12-28,15781.72,36398.21,4786.4
2021-12-27,15871.26,36302.38,4791.2
2021-12-23,15653.37,35950.56,4725.8
2021-12-22,15521.89,35753.89,4696.6
2021-12-21,15341.09,35492.7,4649.2
2021-12-20,14980.94,34932.16,4568.0
2021-12-17,15169.68,35365.44,4620.6
