DATE,PCE,FEDFUNDS,UNRATE,CPIAUCSL,PAYEMS
1965/8/1,444.4,4.12,4.4,31.55,61228
1965/7/1,441,4.09,4.4,31.58,60965
1965/6/1,435.2,4.05,4.6,31.61,60690
1965/5/1,437.6,4.1,4.6,31.48,60491
1965/4/1,437.1,4.09,4.8,31.38,60259
1965/3/1,433.3,4.05,4.7,31.31,60003
1965/2/1,431.4,3.98,5.1,31.28,59800
1965/1/1,424.4,3.9,4.9,31.28,59582
1964/12/1,421,3.85,5,31.25,59421
1964/11/1,416.4,3.52,4.8,31.21,59218
1964/10/1,419.6,3.36,5.1,31.12,58793
1964/9/1,416.6,3.45,5.1,31.08,58903
1964/8/1,417.7,3.5,5,31.05,58619
1964/7/1,414.9,3.42,4.9,31.02,58412
1964/6/1,411.4,3.5,5.2,31.01,58219
1964/5/1,408.4,3.5,5.1,30.98,58089
1964/4/1,402.8,3.47,5.3,30.95,57922
1964/3/1,401.8,3.43,5.4,30.94,57897
1964/2/1,400.2,3.48,5.4,30.91,57753
1964/1/1,396.8,3.48,5.6,30.94,57487
1963/12/1,394.7,3.38,5.5,30.88,57361
1963/11/1,389.4,3.48,5.7,30.78,57255
1963/10/1,386,3.5,5.5,30.75,57283
1963/9/1,385.5,3.48,5.5,30.72,57078
1963/8/1,386.3,3.49,5.4,30.75,56910
1963/7/1,384.4,3.02,5.6,30.69,56794
1963/6/1,381.7,2.99,5.6,30.61,56659
1963/5/1,377.2,3,5.9,30.51,56616
1963/4/1,376.4,2.9,5.7,30.48,56580
1963/3/1,375,2.98,5.7,30.51,56320
1963/2/1,373.4,3,5.9,30.48,56230
1963/1/1,374.4,2.92,5.7,30.44,56115
1962/12/1,373.6,2.93,5.5,30.38,56028
1962/11/1,371.7,2.94,5.7,30.38,56056
1962/10/1,366.5,2.9,5.4,30.38,56041
1962/9/1,368.8,2.9,5.6,30.42,55978
1962/8/1,362.9,2.93,5.7,30.28,55838
1962/7/1,361.4,2.71,5.4,30.22,55746
1962/6/1,360.4,2.68,5.5,30.21,55644
1962/5/1,362,2.36,5.5,30.24,55628
1962/4/1,359,2.78,5.6,30.21,55602
1962/3/1,357.4,2.85,5.6,30.17,55275
1962/2/1,354,2.37,5.5,30.11,55188
1962/1/1,353.2,2.15,5.8,30.04,54891
1961/12/1,352.4,2.33,6,30.01,54872
1961/11/1,349.9,2.61,6.1,29.98,54742
1961/10/1,346.5,2.26,6.5,29.98,54522
1961/9/1,344.4,1.88,6.7,29.98,54388
1961/8/1,342.1,2,6.6,29.94,54298
1961/7/1,340.6,1.17,7,29.92,54123
1961/6/1,340.9,1.73,6.9,29.84,53977
1961/5/1,339.9,1.98,7.1,29.84,53786
1961/4/1,337.6,1.49,7,29.81,53627
1961/3/1,337.7,2.02,6.9,29.84,53659
1961/2/1,333.7,2.54,6.9,29.84,53557
1961/1/1,332.2,1.45,6.6,29.84,53683
1960/12/1,331.3,1.98,6.6,29.81,53742
1960/11/1,335.4,2.44,6.1,29.78,53961
1960/10/1,335.4,2.47,6.1,29.75,54142
1960/9/1,333.4,2.6,5.5,29.61,54227
1960/8/1,331.6,2.98,5.6,29.61,54272
1960/7/1,331.4,3.23,5.5,29.55,54306
1960/6/1,330.1,3.32,5.4,29.61,54348
1960/5/1,330,3.85,5.1,29.57,54475
1960/4/1,336.5,3.92,5.2,29.54,54813
1960/3/1,330.2,3.84,5.4,29.41,54454
1960/2/1,325.3,3.97,4.8,29.41,54513
1960/1/1,323.6,3.99,5.2,29.37,54274
1959/12/1,322.9,3.99,5.3,29.41,54174
1959/11/1,322.9,4,5.8,29.35,53634
1959/10/1,322.8,3.98,5.7,29.35,53358
1959/9/1,324.2,3.76,5.5,29.25,53428
1959/8/1,320.2,3.5,5.2,29.18,53336
1959/7/1,317.8,3.47,5.1,29.15,53804
1959/6/1,318.2,3.39,5,29.11,53681
1959/5/1,316.1,2.9,5.1,29.04,53550
1959/4/1,312.2,2.96,5.2,28.98,53321
1959/3/1,312.7,2.8,5.6,28.97,53014
1959/2/1,309.6,2.43,5.9,29,52688
1959/1/1,306.1,2.48,6,29.01,52478
