Date,Gross_Profit_Margin,Operating_Profit_Margin,Net_Profit_Margin,ROE,ROA,EPS
2023-12-31,0.46119929453262787,0.017680776014109348,0.037654320987654324,0.015279467544550203,0.012580098696324666,0.53
2022-12-31,0.4492606245498072,0.05355705266725986,0.055929833481632135,0.02410958904109589,0.01953240603728914,0.85
2021-12-31,0.4824753559693319,0.22197882438846295,0.1924059875867105,0.4217687074829932,0.254609871970368,2.61
2020-12-31,0.44525248386766364,0.14022329202089523,0.25504455597664655,0.4265890011992462,0.2778397679089489,2.1
2019-12-31,,,,,,
